x,y,elevation,slope,aspect,plan_curvature,layer_0.50m,layer_0.75m,layer_1.00m,layer_1.25m,layer_1.50m,layer_2.00m,layer_2.50m,layer_3.00m,layer_3.50m,layer_4.00m,layer_4.50m,layer_5.00m
360120.25680334115,4308238.10253304,3097.3674,13.73895,307.949,-0.014295341,285.2381286621094,428.9916076660156,498.2803039550781,534.208251953125,554.6836547851562,571.7127075195312,583.8002319335938,588.8197021484375,586.8099975585938,562.0530395507812,461.71917724609375,383.1696472167969
360128.2842272519,4308237.960519074,3099.2317,12.314869,308.26755,-0.022738194,269.5380249023437,404.739501953125,473.0343017578125,509.0325927734375,529.4911499023438,547.3202514648438,559.0069580078125,558.4962158203125,548.4232177734375,524.4481201171875,431.21685791015625,362.7392578125
360136.31165108486,4308237.818513266,3100.7954,11.634556,307.37537,-0.0065407115,277.658447265625,397.6155395507813,459.3851623535156,492.3016052246094,510.9322509765625,527.8217163085938,538.08642578125,533.1297607421875,516.5697631835938,493.8081665039063,425.7758483886719,375.51434326171875
360144.33907483995,4308237.676515611,3102.5042,12.364636,304.08032,-0.0058655045,291.3883361816406,402.3127136230469,459.0269470214844,489.32611083984375,506.5566711425781,522.96533203125,532.3765258789062,528.5123901367188,514.6182861328125,497.7047729492188,451.9925231933594,415.5054016113281
360152.3664985184,4308237.534526112,3104.4268,13.212221,303.1464,-0.0052023088,319.2098083496094,431.96875,487.0640258789063,515.9197998046875,532.0847778320312,547.773193359375,556.1057739257812,554.7449951171875,546.6558837890625,536.171875,506.9627075195313,476.37322998046875
360160.3939221179,4308237.392544769,3106.4355,13.322631,301.5032,-0.0051174685,334.8134765625,454.843505859375,513.1190185546875,543.70703125,561.1005249023438,575.2885131835938,584.01708984375,586.4540405273438,585.4623413085938,578.8880615234375,554.652099609375,517.982177734375
360168.4213456407,4308237.250571581,3108.4648,12.610868,299.15237,-0.013242988,317.653564453125,440.2410888671875,498.01800537109375,527.5309448242188,544.0964965820312,555.4598388671875,563.5363159179688,567.0842895507812,568.9583129882812,550.5536499023438,499.9127197265625,433.3885192871094
360176.44876908464,4308237.108606547,3110.3433,10.48551,297.82928,-0.020492353,350.6345520019531,466.5458068847656,509.2853698730469,527.4620971679688,535.9799194335938,539.8907470703125,541.8018798828125,541.4354858398438,539.9903564453125,510.072509765625,436.2326049804688,350.6289978027344
360184.47619245184,4308236.96664967,3111.7383,7.08513,293.39514,-0.024660584,335.0177001953125,473.1895751953125,522.7720947265625,543.7490844726562,553.7603149414062,559.669677734375,562.7255859375,562.8450927734375,561.7084350585938,532.4895629882812,454.2695617675781,358.84393310546875
360192.5036157402,4308236.824700948,3112.6248,4.476265,288.43494,-0.05033604,334.4896545410156,475.70697021484375,528.1085205078125,551.2685546875,562.991455078125,570.6390380859375,575.697509765625,577.2947387695312,577.3721313476562,552.28662109375,474.7046508789063,371.2991638183594
360200.5310389508,4308236.682760382,3113.2236,3.199798,283.51132,-0.06841178,331.4301147460937,465.7341003417969,517.3472900390625,541.041259765625,553.431640625,562.5090942382812,568.5618286132812,571.0692749023438,571.9771118164062,554.44482421875,486.9666748046875,384.6818542480469
360208.5584620836,4308236.54082797,3113.712,2.483901,284.72058,-0.041299257,328.24346923828125,455.44085693359375,506.1444091796875,530.3141479492188,543.443603515625,553.8697509765625,561.163330078125,564.6785888671875,566.5134887695312,557.8892822265625,505.7216796875,411.08514404296875
360216.5858851408,4308236.3989037145,3114.0627,1.7941873,304.13596,-0.048453577,330.11798095703125,455.7306213378906,507.19873046875,532.4778442382812,546.6527709960938,558.261962890625,567.0289916992188,571.8690795898438,574.9815673828125,573.3257446289062,540.4721069335938,467.0740661621094
360224.613308118,4308236.256987614,3114.2305,1.5540124,326.58163,-0.030083679,342.12811279296875,465.2799682617188,516.1919555664062,541.4476318359375,555.85107421875,567.9379272460938,577.4368896484375,583.0001220703125,586.7664794921875,587.0230102539062,577.8804321289062,550.3739013671875
360232.6407310176,4308236.115079669,3114.3616,1.1964287,320.5975,0.005823035,351.5700988769531,474.3916931152344,530.7677001953125,560.18212890625,577.3238525390625,591.5162963867188,602.4705810546875,608.48046875,612.166015625,612.5225219726562,609.2054443359375,590.3414916992188
360240.6681538393,4308235.97317988,3114.4956,0.6944251,278.10562,-0.14811873,371.6972351074219,497.72802734375,553.924560546875,582.527587890625,598.7249145507812,611.5335693359375,620.7509765625,625.2313232421875,627.6756591796875,628.8804931640625,628.9627685546875,624.4118041992188
360248.6955765844,4308235.831288245,3114.6016,1.0498966,208.52823,-0.14150932,369.0868225097656,497.6564331054688,554.8502197265625,583.8638305664062,600.3992309570312,614.4939575195312,624.3641967773438,629.5687255859375,632.6920166015625,634.8497924804688,635.574951171875,640.1258544921875
360256.72299925063,4308235.689404766,3114.6707,2.1992748,190.82776,-0.024750818,363.2750549316406,495.6458129882813,554.6329956054688,584.8025512695312,602.1788330078125,617.2880249023438,628.0686645507812,634.0486450195312,637.642578125,639.7853393554688,636.1869506835938,623.3299560546875
360264.75042183907,4308235.547529442,3114.7458,3.740581,190.56512,-0.0038365987,358.92999267578125,490.2959289550781,546.8985595703125,575.141357421875,591.0491333007812,603.3993530273438,612.5942993164062,617.3096923828125,618.7108764648438,617.8117065429688,613.0413818359375,543.2181396484375
360272.77784435096,4308235.405662275,3114.9104,5.4225054,194.1274,-0.002307517,348.85418701171875,475.1623229980469,526.36767578125,550.7626342773438,563.8916015625,573.1441650390625,579.8792114257812,582.828857421875,571.431396484375,544.2262573242188,509.4987487792969,431.3785705566406
360280.8052667851,4308235.263803261,3115.2092,6.896123,199.36948,0.00091543107,324.5699462890625,437.9855346679688,484.7218933105469,506.5807189941406,517.9298706054688,527.5977783203125,532.4016723632812,533.8961181640625,490.4630432128906,412.61761474609375,351.6412353515625,294.58209228515625
360288.8326891404,4308235.121952404,3115.7126,7.9978294,204.3628,-0.0047002463,300.233642578125,398.7060546875,437.9884643554688,456.61474609375,465.5751953125,473.7032470703125,477.9776306152344,478.47552490234375,435.04974365234375,356.1277160644531,299.18804931640625,258.3371887207031
360296.860111418,4308234.980109703,3116.3684,8.865511,206.68336,-0.0098971315,318.489501953125,408.77386474609375,438.9343872070313,451.1062927246094,450.44622802734375,460.9143981933594,455.8327331542969,445.1250915527344,412.9643859863281,351.4109191894531,298.3578491210937,263.2375183105469
360304.8875336178,4308234.838275156,3117.1135,9.852149,210.11903,-0.0022047043,330.8499755859375,419.35296630859375,445.7400207519531,454.46826171875,443.88177490234375,461.9482116699219,446.2536315917969,423.34228515625,392.8478393554688,341.7992858886719,296.16961669921875,267.919189453125
360312.914955741,4308234.696448765,3118.1113,9.971037,211.29944,-0.018819407,327.5775756835937,417.0209655761719,442.7579650878906,450.40667724609375,430.57708740234375,458.7924499511719,432.2269592285156,398.97747802734375,367.5573425292969,324.048828125,286.2363586425781,264.95465087890625
360320.94237778656,4308234.554630528,3118.9402,9.29793,207.00066,-0.011383464,320.1651611328125,408.3878173828125,432.8336181640625,439.1876220703125,412.2486877441406,447.8241271972656,413.7200622558594,374.3424377441406,343.1405944824219,310.2357482910156,282.47540283203125,267.9112854003906
360328.9697997532,4308234.412820448,3119.598,8.101847,211.17105,0.015872445,313.55035400390625,400.0724182128906,421.4978637695313,423.64984130859375,396.490234375,434.2755126953125,397.6870727539063,353.7224426269531,319.22418212890625,292.77850341796875,272.8097229003906,261.3915100097656
360336.9972216423,4308234.271018524,3120.4138,7.247958,226.77742,0.013189772,307.39208984375,394.3625183105469,415.5622863769531,416.2021179199219,391.9155883789063,430.0044860839844,393.6540222167969,341.8196105957031,299.29010009765625,270.385498046875,250.2691192626953,237.37440490722656
360345.0246434547,4308234.129224754,3121.4514,7.4388404,235.29367,-0.0047462797,290.908447265625,386.517578125,416.38226318359375,422.8037109375,404.328857421875,442.6053466796875,411.2531433105469,353.3321838378906,300.280517578125,266.9425354003906,244.0673370361328,228.71591186523438
360353.0520651883,4308233.987439139,3122.5605,6.927922,236.80963,-0.016186139,275.0371398925781,379.5096740722656,418.56781005859375,431.80474853515625,416.4529724121094,457.0460510253906,429.768310546875,369.1310119628906,304.10272216796875,264.154541015625,238.36962890625,222.16677856445312
360361.07948684425,4308233.84566168,3123.485,5.665025,237.04913,-0.0181245,264.0961608886719,372.83203125,417.1861267089844,435.0700988769531,417.1168518066406,463.13079833984375,435.3706665039063,383.1604309082031,310.2408447265625,263.1019287109375,235.2277374267578,218.88214111328125
360369.1069084224,4308233.703892377,3124.2253,4.852518,235.13081,-0.023299657,257.9206237792969,358.07977294921875,398.1759033203125,413.5502014160156,380.9864807128906,436.0936279296875,392.30474853515625,315.0152893066406,254.5716552734375,221.5235748291016,206.18930053710935,196.79046630859375
360377.1343299252,4308233.562131228,3124.8782,4.531089,226.47296,-0.039942477,254.29959106445312,349.7187194824219,380.4337463378906,385.50299072265625,356.4189147949219,408.1935729980469,365.4871826171875,305.9610290527344,254.6610412597656,225.10122680664065,209.8092498779297,200.62948608398438
360385.16175134806,4308233.420378234,3125.3745,3.935741,211.70474,-0.050252777,259.5897827148437,351.14111328125,374.14263916015625,372.6648559570313,348.9092102050781,396.3553466796875,358.2693176269531,313.3798522949219,270.2358093261719,238.6415557861328,220.22283935546875,210.18942260742188
360393.1891726933,4308233.278633398,3125.6013,3.4403791,196.50313,-0.024136268,270.3380432128906,366.9446716308594,393.9029541015625,394.5081787109375,377.403564453125,420.4689025878906,388.5460205078125,350.9093933105469,308.517333984375,268.1225891113281,241.8787841796875,226.7417755126953
360401.2165939608,4308233.136896716,3125.716,3.4927385,185.12907,-0.022406103,276.9227905273437,378.1629028320313,412.1980590820313,418.85296630859375,409.4330749511719,444.3910827636719,422.0957336425781,388.377685546875,345.5865173339844,298.61865234375,265.4917907714844,243.3384552001953
360409.24401515175,4308232.995168188,3125.7104,4.2170405,176.1935,-0.009279811,269.6111145019531,370.0698852539063,408.518310546875,420.42913818359375,418.6876831054688,443.0827941894531,430.892578125,399.3416137695313,354.6101379394531,306.888916015625,274.2065124511719,251.35411071777344
360417.271436264,4308232.853447817,3125.6182,5.150269,175.9304,0.008163838,254.51715087890625,350.0892639160156,389.792724609375,407.6514892578125,415.3984069824219,425.8046569824219,429.1130676269531,388.177490234375,337.1878662109375,297.8910827636719,273.0313415527344,250.13157653808594
360425.2988572996,4308232.711735601,3125.5825,5.6964626,178.07846,0.00076262053,258.4357604980469,353.5379333496094,391.2226257324219,407.0942077636719,412.8565368652344,424.7716979980469,425.9610900878906,376.6993408203125,311.86627197265625,270.1760559082031,248.4161529541016,225.11175537109375
360433.3262782565,4308232.5700315405,3125.5513,5.7426767,177.75302,-0.0016079883,272.43182373046875,374.5122985839844,410.560302734375,422.5460815429688,423.0673522949219,439.353515625,432.64459228515625,386.5099487304688,312.59527587890625,267.0365600585937,243.2672271728516,220.42990112304688
360441.3536991369,4308232.428335634,3125.5037,5.7903757,175.62297,-0.0055201678,288.5154724121094,395.1549682617188,428.184326171875,435.942626953125,430.4916076660156,452.9236450195313,434.6075744628906,387.8824157714844,316.798583984375,271.2894287109375,245.36956787109372,223.0489044189453
360449.38111993857,4308232.286647885,3125.3965,6.12036,173.63387,-0.0011640863,297.9501342773437,401.6632690429688,427.7561950683594,429.406494140625,419.0306091308594,446.1495056152344,419.7200317382813,376.9342346191406,320.43182373046875,280.2282409667969,254.0672912597656,231.90330505371094
360457.4085406625,4308232.144968291,3125.2659,6.47802,175.33815,0.007387205,305.748779296875,398.8965759277344,409.5538940429688,399.3865051269531,381.3466796875,414.041748046875,376.4056396484375,335.19647216796875,294.0103759765625,261.7698974609375,240.66064453125,224.10516357421875
360465.4359613089,4308232.003296851,3125.212,6.6790915,180.2389,0.010023005,307.3873596191406,388.35394287109375,376.3382568359375,347.626953125,318.3963317871094,361.7974853515625,308.5715637207031,267.9249572753906,241.48765563964844,220.77865600585932,208.8668975830078,200.8587646484375
360473.4633818798,4308231.861633567,3125.2756,6.9089637,186.53079,0.011542831,298.1301574707031,368.3706359863281,327.4774169921875,275.6377868652344,236.71177673339844,293.0957336425781,229.5001678466797,198.3282012939453,188.97154235839844,182.6328887939453,179.7606964111328,177.96665954589844
360481.4908023708,4308231.719978438,3125.4875,7.2154565,194.21043,0.01365418,292.3377685546875,356.7750244140625,324.4214172363281,281.6123046875,246.7067108154297,290.7362976074219,236.13360595703125,204.5005645751953,191.4844665527344,183.7346649169922,179.48208618164062,177.03004455566406
360489.5182227844,4308231.578331464,3125.8972,7.642875,202.00563,0.009265163,280.84326171875,338.5253295898437,315.24029541015625,281.4996032714844,249.97039794921875,286.3157958984375,241.4188995361328,212.46548461914065,197.3206787109375,189.00396728515625,183.61756896972656,180.3170166015625
360497.54564312025,4308231.436692647,3126.4932,7.974359,208.28014,0.0032495,262.3855895996094,314.5465087890625,295.13531494140625,263.5242004394531,230.2460021972656,271.9559631347656,226.27737426757807,201.50991821289065,188.8831481933593,182.87799072265625,178.928466796875,176.48162841796875
360505.5730633795,4308231.295061985,3127.2246,7.898147,215.06471,0.004296709,252.1226806640625,295.1070556640625,275.43310546875,248.44888305664065,216.3976593017578,258.0768737792969,213.8811492919922,191.9285125732422,183.32000732421875,178.34722900390625,176.0767822265625,174.77096557617188
360513.6004835602,4308231.153439477,3128.0872,7.4221945,224.6811,0.0041197683,249.4283905029297,289.780517578125,271.5320739746094,248.5173797607422,219.9376373291016,259.2484130859375,216.24176025390625,194.0251617431641,185.05337524414065,179.90133666992188,178.0227813720703,176.79779052734375
360521.62790366326,4308231.011825125,3129.0566,6.9944196,232.40152,-0.0073436475,248.8046264648437,294.07293701171875,282.7072448730469,261.9580993652344,236.25840759277344,270.3082275390625,228.24229431152344,204.48443603515625,190.94200134277344,184.1785888671875,181.2857818603516,179.2245330810547
360529.6553236898,4308230.870218928,3130.0312,6.3929963,236.78433,-0.019007772,248.0437774658203,295.1342468261719,286.27801513671875,266.0751037597656,241.5756378173828,273.3703308105469,233.82199096679688,209.7395477294922,193.8907165527344,186.0357208251953,182.0406188964844,179.60348510742188
360537.6827436388,4308230.728620888,3130.9314,5.53662,240.98184,-0.02571118,249.29953002929688,296.8152770996094,293.871337890625,278.890380859375,256.80035400390625,283.8695678710937,249.53697204589844,222.74343872070312,203.2000732421875,192.435546875,185.10549926757807,181.16183471679688
360545.7101635091,4308230.587031001,3131.7266,4.490131,248.24821,-0.029631093,258.5863647460937,308.0669250488281,319.3057861328125,317.2193298339844,304.27545166015625,320.551025390625,295.75555419921875,263.4920654296875,232.87322998046875,211.8131561279297,196.1224365234375,187.80723571777344
360553.7375833017,4308230.44544927,3132.3901,3.5473244,262.77142,-0.017209668,259.78448486328125,328.5965270996094,356.6181945800781,369.1183166503906,374.3515319824219,380.47747802734375,379.8095703125,345.8011779785156,297.5257568359375,260.4692077636719,231.54969787597656,215.98934936523438
360561.76500301686,4308230.303875696,3132.9565,3.2303965,268.47562,0.017214784,250.75,352.57208251953125,404.6248779296875,433.0306396484375,451.2496948242188,459.8470764160156,473.4406433105469,419.4904479980469,339.68975830078125,282.1028747558594,243.33816528320312,223.71408081054688
360569.7924226555,4308230.162310276,3133.5186,3.277567,267.03088,0.009218023,246.777587890625,364.7773132324219,427.490234375,462.4150085449219,485.0626831054688,498.542724609375,516.2186279296875,465.8621520996094,388.0596923828125,323.4680480957031,271.2122497558594,240.73341369628906
360577.81984221656,4308230.020753012,3134.1003,3.5002847,275.47394,-0.013591391,255.55075073242188,390.5683288574219,461.2438659667969,499.5142822265625,522.0925903320312,540.8756713867188,555.6852416992188,538.4202880859375,497.8827209472656,446.18890380859375,368.38482666015625,301.11212158203125
360585.8472616989,4308229.879203903,3134.7363,4.270682,288.30167,-0.013051321,262.9773864746094,405.4800109863281,479.0069885253906,518.8111572265625,542.4810180664062,562.4498291015625,578.5057373046875,586.5552368164062,582.2145385742188,552.1183471679688,462.1134338378906,356.47235107421875
360593.8746811038,4308229.737662949,3135.5183,4.9109874,293.72446,-0.02094192,297.75958251953125,427.7526245117188,488.6731567382813,520.7407836914062,539.8511352539062,556.7586059570312,570.8824462890625,582.318115234375,579.65185546875,541.6829223632812,436.1461791992188,313.75750732421875
360601.90210043214,4308229.596130149,3136.3096,4.8993134,299.9716,-0.029300218,289.1415710449219,427.43206787109375,494.24810791015625,529.0941162109375,549.3157348632812,566.9310302734375,579.4134521484375,592.0772094726562,595.4972534179688,546.3815307617188,427.0128479003906,313.6279602050781
360609.9295196818,4308229.454605507,3137.0034,4.5740776,309.84363,-0.030213024,276.087158203125,410.0733642578125,477.8317260742188,513.4420166015625,534.0562744140625,552.4755249023438,565.2206420898438,565.6859130859375,557.953125,496.2980346679688,394.0743408203125,306.06634521484375
360617.95693885407,4308229.31308902,3137.538,4.596751,314.32336,0.00013461174,268.58087158203125,386.6851806640625,446.5948486328125,477.2054443359375,489.6370849609375,514.2034912109375,514.355712890625,492.6250915527344,463.5624084472656,402.6357421875,330.5143737792969,272.95159912109375
360625.9843579487,4308229.171580687,3138.1538,5.798981,310.056,0.0051755635,272.6018981933594,369.3265686035156,415.46044921875,436.4226989746094,436.0570068359375,467.3030090332031,449.9874572753906,414.2441101074219,379.020263671875,330.680419921875,282.33172607421875,244.95785522460938
360634.011776968,4308229.03008051,3139.0928,6.778897,320.99377,-0.055809375,277.9974060058594,365.4801635742188,403.73822021484375,419.25238037109375,414.7591247558594,443.6488952636719,422.5807495117188,386.5570068359375,352.0597839355469,310.9228210449219,271.1585388183594,240.62838745117188
360642.0391959076,4308228.888588488,3139.6501,7.1287646,342.83313,-0.043805506,278.6480712890625,356.7007751464844,388.5266723632813,400.5482482910156,394.0328063964844,421.0231323242188,398.2702026367188,365.1929626464844,334.1430053710937,299.742919921875,266.4386901855469,240.30482482910156
360650.0666147696,4308228.7471046215,3139.831,8.321618,356.65573,-0.015048039,,,,,,,,,,,,
360658.0940335541,4308228.605628911,3139.8208,9.574146,2.256304,-0.0058211526,,,,,,,,,,,,
360666.1214522622,4308228.464161355,3139.6982,10.308405,3.5631413,0.0019158486,,,,,,,,,,,,
360674.14887089166,4308228.322701954,3139.5947,11.030953,6.071165,-0.00912151,,,,,,,,,,,,
360682.1762894448,4308228.181250708,3139.286,11.861323,11.716806,-0.008676007,,,,,,,,,,,,
360690.2037079192,4308228.03980762,3138.7417,12.640808,15.138327,-0.0012235984,,,,,,,,,,,,
360698.2311263172,4308227.898372686,3138.1145,13.098777,15.880984,0.0010808046,,,,,,,,,,,,
360706.2585446367,4308227.756945905,3137.4683,13.453705,17.218157,-0.0032089278,,,,,,,,,,,,
360714.28596287867,4308227.615527282,3136.6982,14.055922,20.057093,-0.005352142,,,,,,,,,,,,
360722.3133810431,4308227.474116813,3135.751,14.69657,23.170227,-0.0053381305,,,,,,,,,,,,
360730.34079913225,4308227.3327145,3134.6343,15.144873,24.964283,-0.0011792381,,,,,,,,,,,,
360738.3682171417,4308227.191320341,3133.4663,15.315395,24.99097,0.0014261175,,,,,,,,,,,,
360746.3956350738,4308227.04993434,3132.3203,15.39925,24.94203,-0.00053601345,,,,,,,,,,,,
360754.4230529284,4308226.908556492,3131.1433,15.4838295,25.738514,-0.0019682825,,,,,,,,,,,,
360762.45047070656,4308226.7671868,3129.9143,15.423695,26.981134,-0.0029509088,,,,,,,,,,,,
360770.4778884062,4308226.625825263,3128.64,15.214324,28.544779,-0.0037679465,,,,,,,,,,,,
360778.5053060283,4308226.484471883,3127.3152,15.015615,30.204447,-0.0031657524,,,,,,,,,,,,
360786.5327235741,4308226.3431266565,3125.941,14.904422,31.196747,-0.000882612,,,,,,,,,,,,
360794.5601410414,4308226.201789586,3124.5579,14.760756,31.093952,0.00078330695,,,,,,,,,,,,
360802.5875584323,4308226.06046067,3123.2195,14.481481,30.527191,6.2515714e-06,,,,,,,,,,,,
360810.6149757447,4308225.919139911,3121.934,14.087668,29.713766,0.00038389608,,,,,,,,,,,,
360818.6423929796,4308225.777827306,3120.7317,13.634816,28.0752,0.0024463336,,,,,,,,,,,,
360826.66981013713,4308225.636522857,3119.651,13.287754,25.759762,0.0031319163,,,,,,,,,,,,
360834.69722721935,4308225.495226562,3118.679,13.144074,23.643784,0.0021476122,,,,,,,,,,,,
360842.724644222,4308225.353938423,3117.7778,13.089025,22.191315,0.0020863342,,,,,,,,,,,,
360850.7520611472,4308225.21265844,3116.9226,13.2369995,20.825745,0.002964971,,,,,,,,,,,,
360858.7794779951,4308225.071386611,3116.1052,13.486722,19.727974,0.0023149683,,,,,,,,,,,,
360866.8068947665,4308224.930122938,3115.3035,13.662032,19.329424,0.0010521044,,,,,,,,,,,,
360874.8343114596,4308224.788867421,3114.496,13.73812,19.353231,0.00037073193,,,,,,,,,,,,
360882.8617280752,4308224.647620059,3113.683,13.690908,20.014011,-0.0017926093,,,,,,,,,,,,
360890.88914461446,4308224.506380851,3112.8286,13.602007,22.32369,-0.0053434875,,,,,,,,,,,,
360898.9165610764,4308224.365149801,3111.845,13.656041,25.769415,-0.004808669,,,,,,,,,,,,
360906.9439774598,4308224.223926904,3110.716,13.850897,28.493643,-0.0010274767,,,,,,,,,,,,
360914.9713937659,4308224.082712162,3109.4924,14.2132015,30.58679,-9.892685e-05,,,,,,,,,,,,
360922.99880999455,4308223.941505577,3108.1384,14.944121,32.842606,-1.3648677e-05,,,,,,,,,,,,
360931.02622614696,4308223.800307147,3106.5974,16.07616,35.26401,-0.0003487849,,,,,,,,,,,,
360939.053642222,4308223.659116871,3104.8108,17.149557,37.5281,0.0016994023,,,,,,,,,,,,
360947.0810582185,4308223.517934753,3102.838,17.790184,38.90354,0.00453079,,,,,,,,,,,,
360955.1084741377,4308223.376760787,3100.7805,18.528915,39.68907,0.0035400777,,,,,,,,,,,,
360963.1358899806,4308223.235594979,3098.5571,20.132917,40.942734,0.0006464791,,,,,,,,,,,,
360971.1633057451,4308223.094437324,3095.9758,22.312696,42.014824,0.00024120252,,,,,,,,,,,,
360979.1907214322,4308222.953287826,3093.0635,23.485086,42.626137,0.0008811197,,,,,,,,,,,,
360987.218137042,4308222.812146482,3090.0908,22.733587,43.16426,0.0015436328,,,,,,,,,,,,
360995.2455525767,4308222.671013293,3087.3308,20.744614,43.833893,0.0013155744,,,,,,,,,,,,
361003.2729680318,4308222.52988826,3084.8445,19.047264,45.128918,-0.0012089877,,,,,,,,,,,,
361011.30038340966,4308222.388771382,3082.4373,18.65761,45.8554,0.00016429488,,,,,,,,,,,,
361019.3277987101,4308222.247662661,3079.9985,18.90257,45.567604,0.0030589988,,,,,,,,,,,,
361027.3552139343,4308222.106562094,3077.5469,19.04766,45.021484,0.0033953818,,,,,,,,,,,,
361035.3826290801,4308221.965469683,3075.114,19.086515,44.09951,0.002052422,,,,,,,,,,,,
361043.4100441498,4308221.824385426,3072.731,19.174871,41.792717,0.0025872912,,,,,,,,,,,,
361051.437459141,4308221.683309325,3070.479,19.245417,36.228416,0.011091295,,,,,,,,,,,,
361059.46487405605,4308221.542241379,3068.6042,20.15136,26.449982,0.017362911,,,,,,,,,,,,
361067.4922888926,4308221.401181589,3067.21,21.384283,17.479221,0.01359254,,,,,,,,,,,,
361075.5197036519,4308221.260129954,3066.252,21.25705,11.000353,0.011112952,,,,,,,,,,,,
361083.547118334,4308221.119086473,3065.7253,20.684284,7.072169,0.0031301342,,,,,,,,,,,,
361091.5745329409,4308220.978051148,3065.3223,20.588375,6.3321724,-0.00046374023,,,,,,,,,,,,
361099.6019474684,4308220.837023979,3064.8967,20.655912,6.7800703,-0.00088846067,,,,,,,,,,,,
361107.62936191855,4308220.696004964,3064.4321,20.597834,8.0472,-0.0031315759,,,,,,,,,,,,
361115.6567762914,4308220.554994105,3063.8445,20.602999,10.560111,-0.0051746145,,,,,,,,,,,,
361123.68419058825,4308220.413991402,3063.0542,20.408215,12.899086,-0.0022831212,,,,,,,,,,,,
361131.7116048066,4308220.272996854,3062.1833,19.78031,13.207,0.0020732596,,,,,,,,,,,,
361139.7390189477,4308220.132010461,3061.411,18.86059,12.263207,0.0017511225,,,,,,,,,,,,
361147.7664330127,4308219.991032223,3060.7322,17.97094,12.486474,-0.0025587857,,,,,,,,,,,,
361155.79384700046,4308219.85006214,3060.0083,17.231272,14.366047,-0.004373063,,,,,,,,,,,,
361163.8212609098,4308219.709100214,3059.193,16.626154,16.332438,-0.0028513288,,,,,,,,,,,,
361171.8486747419,4308219.568146441,3058.3289,16.523945,17.927984,-0.0033299814,,,,,,,,,,,,
361179.8760884968,4308219.427200825,3057.3667,16.820318,20.103285,-0.004104805,,,,,,,,,,,,
361187.9035021756,4308219.2862633625,3056.2507,17.206528,22.367605,-0.0028810673,,,,,,,,,,,,
361195.9309157772,4308219.145334057,3055.0098,17.505718,24.300442,-0.0031164796,,,,,,,,,,,,
361203.9583293004,4308219.004412905,3053.6548,17.892994,27.406008,-0.006840165,,,,,,,,,,,,
361211.9857427464,4308218.86349991,3052.0376,19.064808,31.368452,-0.006108844,,,,,,,,,,,,
361220.0131561162,4308218.72259507,3050.057,21.343103,34.20984,-0.005218998,,,,,,,,,,,,
361228.0405694078,4308218.581698385,3047.6438,23.70675,35.733204,-0.002881014,,,,,,,,,,,,
361236.0679826222,4308218.440809855,3044.928,24.699738,36.107418,0.001031924,,,,,,,,,,,,
361244.0953957594,4308218.299929481,3042.223,24.246727,36.297497,-0.0008304692,,,,,,,,,,,,
361252.1228088215,4308218.159057261,3039.5955,23.092669,36.577915,-2.9124281e-05,,,,,,,,,,,,
361260.15022180433,4308218.0181931965,3037.141,21.96949,37.01033,-0.0024536194,,,,,,,,,,,,
361268.1776347099,4308217.877337288,3034.7388,21.55925,38.01316,-0.0042350674,,,,,,,,,,,,
361276.2050475384,4308217.736489534,3032.2747,21.526203,38.239986,-0.0010658717,,,,,,,,,,,,
361284.2324602907,4308217.595649936,3029.856,21.273094,37.773514,-0.00066218956,,,,,,,,,,,,
361292.2598729647,4308217.454818493,3027.505,20.818367,37.402607,0.0001997757,,,,,,,,,,,,
361300.2872855627,4308217.313995205,3025.2368,20.615301,37.596134,-0.0018082493,,,,,,,,,,,,
361308.31469808245,4308217.173180073,3022.9148,20.729074,39.10112,-0.0035372344,,,,,,,,,,,,
361316.34211052617,4308217.032373096,3020.4631,20.699608,40.863094,-0.0026223264,,,,,,,,,,,,
361324.36952289153,4308216.891574273,3017.9705,20.654478,42.18208,-0.0040434557,,,,,,,,,,,,
361332.39693517983,4308216.750783606,3015.4006,20.676783,43.128395,-0.0010992092,,,,,,,,,,,,
361340.4243473909,4308216.610001095,3012.8103,21.105392,42.725056,-2.8642482e-05,,,,,,,,,,,,
361348.4517595272,4308216.469226738,3010.163,21.582125,42.50621,-0.0008021169,,,,,,,,,,,,
361356.4791715839,4308216.328460538,3007.4648,21.40008,42.49926,0.00034592696,,,,,,,,,,,,
361364.5065835636,4308216.187702491,3004.868,20.482935,41.979973,-0.0009263769,,,,,,,,,,,,
361372.5339954662,4308216.046952601,3002.4678,18.34308,42.042248,0.0018636351,,,,,,,,,,,,
361380.5614072927,4308215.906210865,3000.4272,15.702734,40.495518,0.008948147,,,,,,,,,,,,
361388.588819041,4308215.765477286,2998.8164,14.443653,35.751064,0.012858967,,,,,,,,,,,,
361396.6162307123,4308215.624751861,2997.4175,15.399007,31.261637,0.009545183,,,,,,,,,,,,
361404.6436423075,4308215.484034591,2995.9578,17.110434,27.870811,0.010106744,,,,,,,,,,,,
361412.6710538256,4308215.343325476,2994.5393,18.433384,23.649923,0.0072618653,,,,,,,,,,,,
361420.6984652655,4308215.202624517,2993.2837,0.0,-0.0,0.0,,,,,,,,,,,,
358843.7119801212,4308250.51216868,3196.3267,0.0,-0.0,0.0,,,,,,,,,,,,
358851.73942689947,4308250.368858094,3195.9656,13.798361,9.221207,-0.0032559365,,,,,,,,,,,,
